Date,Price
01/12/2023,18.83
01/11/2023,21.09
01/10/2023,20.58
01/09/2023,21.97
01/06/2023,21.13
01/05/2023,22.46
01/04/2023,22.01
01/03/2023,22.9
12/30/2022,21.67
12/29/2022,21.44
12/28/2022,22.14
12/27/2022,21.65
12/23/2022,20.87
12/22/2022,21.97
12/21/2022,20.07
12/20/2022,21.48
12/19/2022,22.42
12/16/2022,22.62
12/15/2022,22.83
12/14/2022,21.14
12/13/2022,22.55
12/12/2022,25.0
12/09/2022,22.83
12/08/2022,22.29
12/07/2022,22.68
12/06/2022,22.17
12/05/2022,20.75
12/02/2022,19.06
12/01/2022,19.84
11/30/2022,20.58
11/29/2022,21.89
11/28/2022,22.21
11/25/2022,20.5
11/24/2022,20.35
11/23/2022,20.35
11/22/2022,21.29
11/21/2022,22.36
11/18/2022,23.12
11/17/2022,23.93
11/16/2022,24.11
11/15/2022,24.54
11/14/2022,23.73
11/11/2022,22.52
11/10/2022,23.53
11/09/2022,26.09
11/08/2022,25.54
11/07/2022,24.35
11/04/2022,24.55
11/03/2022,25.3
11/02/2022,25.86
11/01/2022,25.81
10/31/2022,25.88
10/28/2022,25.75
10/27/2022,27.39
10/26/2022,27.28
10/25/2022,28.46
10/24/2022,29.85
10/21/2022,29.69
10/20/2022,29.98
10/19/2022,30.76
10/18/2022,30.5
10/17/2022,31.37
10/14/2022,32.02
10/13/2022,31.94
10/12/2022,33.57
10/11/2022,33.63
10/10/2022,32.45
10/07/2022,31.36
10/06/2022,30.52
10/05/2022,28.55
10/04/2022,29.07
10/03/2022,30.1
09/30/2022,31.62
09/29/2022,31.84
09/28/2022,30.18
09/27/2022,32.6
09/26/2022,32.26
09/23/2022,29.92
09/22/2022,27.35
09/21/2022,27.99
09/20/2022,27.16
09/19/2022,25.76
09/16/2022,26.3
09/15/2022,26.27
09/14/2022,26.16
09/13/2022,27.27
09/12/2022,23.87
09/09/2022,22.79
09/08/2022,23.61
09/07/2022,24.64
09/06/2022,26.91
09/02/2022,25.47
09/01/2022,25.56
08/31/2022,25.87
08/30/2022,26.21
08/29/2022,26.21
08/26/2022,25.56
08/25/2022,21.78
08/24/2022,22.82
08/23/2022,24.11
08/22/2022,23.8
08/19/2022,20.6
08/18/2022,19.56
08/17/2022,19.9
08/16/2022,19.69
08/15/2022,19.95
08/12/2022,19.53
08/11/2022,20.2
08/10/2022,19.74
08/09/2022,21.77
08/08/2022,21.29
08/05/2022,21.15
08/04/2022,21.44
08/03/2022,21.95
08/02/2022,23.93
08/01/2022,22.84
07/29/2022,21.33
07/28/2022,22.33
07/27/2022,23.24
07/26/2022,24.69
07/25/2022,23.36
07/22/2022,23.03
07/21/2022,23.11
07/20/2022,23.88
07/19/2022,24.5
07/18/2022,25.3
07/15/2022,24.23
07/14/2022,26.4
07/13/2022,26.82
07/12/2022,27.29
07/11/2022,26.17
07/08/2022,24.64
07/07/2022,26.08
07/06/2022,26.73
07/05/2022,27.54
07/04/2022,26.7
07/01/2022,26.7
06/30/2022,28.71
06/29/2022,28.16
06/28/2022,28.36
06/27/2022,26.95
06/24/2022,27.23
06/23/2022,29.05
06/22/2022,28.95
06/21/2022,30.19
06/20/2022,31.13
06/17/2022,31.13
06/16/2022,32.95
06/15/2022,29.62
06/14/2022,32.69
06/13/2022,34.02
06/10/2022,27.75
06/09/2022,26.09
06/08/2022,23.96
06/07/2022,24.02
06/06/2022,25.07
06/03/2022,24.79
06/02/2022,24.72
06/01/2022,25.69
05/31/2022,26.19
05/30/2022,25.72
05/27/2022,25.72
05/26/2022,27.5
05/25/2022,28.37
05/24/2022,29.45
05/23/2022,28.48
05/20/2022,29.43
05/19/2022,29.35
05/18/2022,30.96
05/17/2022,26.1
05/16/2022,27.47
05/13/2022,28.87
05/12/2022,31.77
05/11/2022,32.56
05/10/2022,32.99
05/09/2022,34.75
05/06/2022,30.19
05/05/2022,31.2
05/04/2022,25.42
05/03/2022,29.25
05/02/2022,32.34
04/29/2022,33.4
04/28/2022,29.99
04/27/2022,31.6
04/26/2022,33.52
04/25/2022,27.02
04/22/2022,28.21
04/21/2022,22.68
04/20/2022,20.32
04/19/2022,21.37
04/18/2022,22.17
04/14/2022,22.7
04/13/2022,21.82
04/12/2022,24.26
04/11/2022,24.37
04/08/2022,21.16
04/07/2022,21.55
04/06/2022,22.1
04/05/2022,21.03
04/04/2022,18.57
04/01/2022,19.63
03/31/2022,20.56
03/30/2022,19.33
03/29/2022,18.9
03/28/2022,19.63
03/25/2022,20.81
03/24/2022,21.67
03/23/2022,23.57
03/22/2022,22.94
03/21/2022,23.53
03/18/2022,23.87
03/17/2022,25.67
03/16/2022,26.67
03/15/2022,29.83
03/14/2022,31.77
03/11/2022,30.75
03/10/2022,30.23
03/09/2022,32.45
03/08/2022,35.13
03/07/2022,36.45
03/04/2022,31.98
03/03/2022,30.48
03/02/2022,30.74
03/01/2022,33.32
02/28/2022,30.15
02/25/2022,27.59
02/24/2022,30.32
02/23/2022,31.02
02/22/2022,28.81
02/18/2022,27.75
02/17/2022,28.11
02/16/2022,24.29
02/15/2022,25.7
02/14/2022,28.33
02/11/2022,27.36
02/10/2022,23.91
02/09/2022,19.96
02/08/2022,21.44
02/07/2022,22.86
02/04/2022,23.22
02/03/2022,24.35
02/02/2022,22.09
02/01/2022,21.96
01/31/2022,24.83
01/28/2022,27.66
01/27/2022,30.49
01/26/2022,31.96
01/25/2022,31.16
01/24/2022,29.9
01/21/2022,28.85
01/20/2022,25.59
01/19/2022,23.85
01/18/2022,22.79
01/17/2022,19.19
01/14/2022,19.19
01/13/2022,20.31
01/12/2022,17.62
01/11/2022,18.41
01/10/2022,19.4
01/07/2022,18.76
01/06/2022,19.61
01/05/2022,19.73
01/04/2022,16.91
01/03/2022,16.6
12/31/2021,17.22
12/30/2021,17.33
12/29/2021,16.95
12/28/2021,17.54
12/27/2021,17.68
12/24/2021,17.96
12/23/2021,17.96
12/22/2021,18.63
12/21/2021,21.01
12/20/2021,22.87
12/17/2021,21.57
12/16/2021,20.57
12/15/2021,19.29
12/14/2021,21.89
12/13/2021,20.31
12/10/2021,18.69
12/09/2021,21.58
12/08/2021,19.9
12/07/2021,21.89
12/06/2021,27.18
12/03/2021,30.67
12/02/2021,27.95
12/01/2021,31.12
11/30/2021,27.19
11/29/2021,22.96
11/26/2021,28.62
11/25/2021,18.58
11/24/2021,18.58
11/23/2021,19.38
11/22/2021,19.17
11/19/2021,17.91
11/18/2021,17.59
11/17/2021,17.11
11/16/2021,16.37
11/15/2021,16.49
11/12/2021,16.29
11/11/2021,17.66
11/10/2021,18.73
11/09/2021,17.78
11/08/2021,17.22
11/05/2021,16.48
11/04/2021,15.44
11/03/2021,15.1
11/02/2021,16.03
11/01/2021,16.41
10/29/2021,16.26
10/28/2021,16.53
10/27/2021,16.98
10/26/2021,15.98
10/25/2021,15.24
10/22/2021,15.43
10/21/2021,15.01
10/20/2021,15.49
10/19/2021,15.7
10/18/2021,16.31
10/15/2021,16.3
10/14/2021,16.86
10/13/2021,18.64
10/12/2021,19.85
10/11/2021,20.0
10/08/2021,18.77
10/07/2021,19.54
10/06/2021,21.0
10/05/2021,21.3
10/04/2021,22.96
10/01/2021,21.15
09/30/2021,23.14
09/29/2021,22.56
09/28/2021,23.25
09/27/2021,18.76
09/24/2021,17.75
09/23/2021,18.63
09/22/2021,20.87
09/21/2021,24.36
09/20/2021,25.71
09/17/2021,20.81
09/16/2021,18.69
09/15/2021,18.18
09/14/2021,19.46
09/13/2021,19.37
09/10/2021,20.95
09/09/2021,18.8
09/08/2021,17.96
09/07/2021,18.14
09/03/2021,16.41
09/02/2021,16.41
09/01/2021,16.11
08/31/2021,16.48
08/30/2021,16.19
08/27/2021,16.39
08/26/2021,18.84
08/25/2021,16.79
08/24/2021,17.22
08/23/2021,17.15
08/20/2021,18.56
08/19/2021,21.67
08/18/2021,21.57
08/17/2021,17.91
08/16/2021,16.12
08/13/2021,15.45
08/12/2021,15.59
08/11/2021,16.06
08/10/2021,16.79
08/09/2021,16.72
08/06/2021,16.15
08/05/2021,17.28
08/04/2021,17.97
08/03/2021,18.04
08/02/2021,19.46
07/30/2021,18.24
07/29/2021,17.7
07/28/2021,18.31
07/27/2021,19.36
07/26/2021,17.58
07/23/2021,17.2
07/22/2021,17.69
07/21/2021,17.91
07/20/2021,19.73
07/19/2021,22.5
07/16/2021,18.45
07/15/2021,17.01
07/14/2021,16.33
07/13/2021,17.12
07/12/2021,16.17
07/09/2021,16.18
07/08/2021,19.0
07/07/2021,16.2
07/06/2021,16.44
07/05/2021,15.07
07/02/2021,15.07
07/01/2021,15.48
06/30/2021,15.83
06/29/2021,16.02
06/28/2021,15.76
06/25/2021,15.62
06/24/2021,15.97
06/23/2021,16.32
06/22/2021,16.66
06/21/2021,17.89
06/18/2021,20.7
06/17/2021,17.75
06/16/2021,18.15
06/15/2021,17.02
06/14/2021,16.39
06/11/2021,15.65
06/10/2021,16.1
06/09/2021,17.89
06/08/2021,17.07
06/07/2021,16.42
06/04/2021,16.42
06/03/2021,18.04
06/02/2021,17.48
06/01/2021,17.9
05/31/2021,16.76
05/28/2021,16.76
05/27/2021,16.74
05/26/2021,17.36
05/25/2021,18.84
05/24/2021,18.4
05/21/2021,20.15
05/20/2021,20.67
05/19/2021,22.18
05/18/2021,21.34
05/17/2021,19.72
05/14/2021,18.81
05/13/2021,23.13
05/12/2021,27.59
05/11/2021,21.84
05/10/2021,19.66
05/07/2021,16.69
05/06/2021,18.39
05/05/2021,19.15
05/04/2021,19.48
05/03/2021,18.31
04/30/2021,18.61
04/29/2021,17.61
04/28/2021,17.28
04/27/2021,17.56
04/26/2021,17.64
04/23/2021,17.33
04/22/2021,18.71
04/21/2021,17.5
04/20/2021,18.68
04/19/2021,17.29
04/16/2021,16.25
04/15/2021,16.57
04/14/2021,16.99
04/13/2021,16.65
04/12/2021,16.91
04/09/2021,16.69
04/08/2021,16.95
04/07/2021,17.16
04/06/2021,18.12
04/05/2021,17.91
04/01/2021,17.33
03/31/2021,19.4
03/30/2021,19.61
03/29/2021,20.74
03/26/2021,18.86
03/25/2021,19.81
03/24/2021,21.2
03/23/2021,20.3
03/22/2021,18.88
03/19/2021,20.95
03/18/2021,21.58
03/17/2021,19.23
03/16/2021,19.79
03/15/2021,20.03
03/12/2021,20.69
03/11/2021,21.91
03/10/2021,22.56
03/09/2021,24.03
03/08/2021,25.47
03/05/2021,24.66
03/04/2021,28.57
03/03/2021,26.67
03/02/2021,24.1
03/01/2021,23.35
02/26/2021,27.95
02/25/2021,28.89
02/24/2021,21.34
02/23/2021,23.11
02/22/2021,23.45
02/19/2021,22.05
02/18/2021,22.49
02/17/2021,21.5
02/16/2021,21.46
02/12/2021,19.97
02/11/2021,21.25
02/10/2021,21.99
02/09/2021,21.63
02/08/2021,21.24
02/05/2021,20.87
02/04/2021,21.77
02/03/2021,22.91
02/02/2021,25.56
02/01/2021,30.24
01/29/2021,33.09
01/28/2021,30.21
01/27/2021,37.21
01/26/2021,23.02
01/25/2021,23.19
01/22/2021,21.91
01/21/2021,21.32
01/20/2021,21.58
01/19/2021,23.24
01/18/2021,24.34
01/15/2021,24.34
01/14/2021,23.25
01/13/2021,22.21
01/12/2021,23.33
01/11/2021,24.08
01/08/2021,21.56
01/07/2021,22.37
01/06/2021,25.07
01/05/2021,25.34
01/04/2021,26.97
12/31/2020,22.75
12/30/2020,22.77
12/29/2020,23.08
12/28/2020,21.7
12/24/2020,21.53
12/23/2020,23.31
12/22/2020,24.23
12/21/2020,25.16
12/18/2020,21.57
12/17/2020,21.93
12/16/2020,22.5
12/15/2020,22.89
12/14/2020,24.72
12/11/2020,23.31
12/10/2020,22.52
12/09/2020,22.27
12/08/2020,20.68
12/07/2020,21.3
12/04/2020,20.79
12/03/2020,21.28
12/02/2020,21.17
12/01/2020,20.77
11/30/2020,20.57
11/27/2020,20.84
11/26/2020,21.25
11/25/2020,21.25
11/24/2020,21.64
11/23/2020,22.66
11/20/2020,23.7
11/19/2020,23.11
11/18/2020,23.84
11/17/2020,22.71
11/16/2020,22.45
11/13/2020,23.1
11/12/2020,25.35
11/11/2020,23.45
11/10/2020,24.8
11/09/2020,25.75
11/06/2020,24.86
11/05/2020,27.58
11/04/2020,29.57
11/03/2020,35.55
11/02/2020,37.13
10/30/2020,38.02
10/29/2020,37.59
10/28/2020,40.28
10/27/2020,33.35
10/26/2020,32.46
10/23/2020,27.55
10/22/2020,28.11
10/21/2020,28.65
10/20/2020,29.35
10/19/2020,29.18
10/16/2020,27.41
10/15/2020,26.97
10/14/2020,26.4
10/13/2020,26.07
10/12/2020,25.07
10/09/2020,25.0
10/08/2020,26.36
10/07/2020,28.06
10/06/2020,29.48
10/05/2020,27.96
10/02/2020,27.63
10/01/2020,26.7
09/30/2020,26.37
09/29/2020,26.27
09/28/2020,26.19
09/25/2020,26.38
09/24/2020,28.51
09/23/2020,28.58
09/22/2020,26.86
09/21/2020,27.78
09/18/2020,25.83
09/17/2020,26.46
09/16/2020,26.04
09/15/2020,25.59
09/14/2020,25.85
09/11/2020,26.87
09/10/2020,29.71
09/09/2020,28.81
09/08/2020,31.46
09/04/2020,30.75
09/03/2020,33.6
09/02/2020,26.57
09/01/2020,26.12
08/31/2020,26.41
08/28/2020,22.96
08/27/2020,24.47
08/26/2020,23.27
08/25/2020,22.03
08/24/2020,22.37
08/21/2020,22.54
08/20/2020,22.72
08/19/2020,22.54
08/18/2020,21.51
08/17/2020,21.35
08/14/2020,22.05
08/13/2020,22.13
08/12/2020,22.28
08/11/2020,24.03
08/10/2020,22.13
08/07/2020,22.21
08/06/2020,22.65
08/05/2020,22.99
08/04/2020,23.76
08/03/2020,24.28
07/31/2020,24.46
07/30/2020,24.76
07/29/2020,24.1
07/28/2020,25.44
07/27/2020,24.74
07/24/2020,25.84
07/23/2020,26.08
07/22/2020,24.32
07/21/2020,24.84
07/20/2020,24.46
07/17/2020,25.68
07/16/2020,28.0
07/15/2020,27.76
07/14/2020,29.52
07/13/2020,32.19
07/10/2020,27.29
07/09/2020,29.26
07/08/2020,28.08
07/07/2020,29.43
07/06/2020,27.94
07/03/2020,27.68
07/02/2020,27.68
07/01/2020,28.62
06/30/2020,30.43
06/29/2020,31.78
06/26/2020,34.73
06/25/2020,32.22
06/24/2020,33.84
06/23/2020,31.37
06/22/2020,31.77
06/19/2020,35.12
06/18/2020,32.94
06/17/2020,33.47
06/16/2020,33.67
06/15/2020,34.4
06/12/2020,36.09
06/11/2020,40.79
06/10/2020,27.57
06/09/2020,27.57
06/08/2020,25.81
06/05/2020,24.52
06/04/2020,25.81
06/03/2020,25.66
06/02/2020,26.84
06/01/2020,28.23
05/29/2020,27.51
05/28/2020,28.59
05/27/2020,27.62
05/26/2020,28.01
05/25/2020,28.16
05/22/2020,28.16
05/21/2020,29.53
05/20/2020,27.99
05/19/2020,30.53
05/18/2020,29.3
05/15/2020,31.89
05/14/2020,32.61
05/13/2020,35.28
05/12/2020,33.04
05/11/2020,27.57
05/08/2020,27.98
05/07/2020,31.44
05/06/2020,34.12
05/05/2020,33.61
05/04/2020,35.97
05/01/2020,37.19
04/30/2020,34.15
04/29/2020,31.23
04/28/2020,33.57
04/27/2020,33.29
04/24/2020,35.93
04/23/2020,41.38
04/22/2020,41.98
04/21/2020,45.41
04/20/2020,43.83
04/17/2020,38.15
04/16/2020,40.11
04/15/2020,40.84
04/14/2020,37.76
04/13/2020,41.17
04/09/2020,41.67
04/08/2020,43.35
04/07/2020,46.7
04/06/2020,45.24
04/03/2020,46.8
04/02/2020,50.91
04/01/2020,57.06
03/31/2020,53.54
03/30/2020,57.08
03/27/2020,65.54
03/26/2020,61.0
03/25/2020,63.95
03/24/2020,61.67
03/23/2020,61.59
03/20/2020,66.04
03/19/2020,72.0
03/18/2020,76.45
03/17/2020,75.91
03/16/2020,82.69
03/13/2020,57.83
03/12/2020,75.47
03/11/2020,53.9
03/10/2020,47.3
03/09/2020,54.46
03/06/2020,41.94
03/05/2020,39.62
03/04/2020,31.99
03/03/2020,36.82
03/02/2020,33.42
02/28/2020,40.11
02/27/2020,39.16
02/26/2020,27.56
02/25/2020,27.85
02/24/2020,25.03
02/21/2020,17.08
02/20/2020,15.56
02/19/2020,14.38
02/18/2020,14.83
02/14/2020,13.68
02/13/2020,14.15
02/12/2020,13.74
02/11/2020,15.18
02/10/2020,15.04
02/07/2020,15.47
02/06/2020,14.96
02/05/2020,15.15
02/04/2020,16.05
02/03/2020,17.97
01/31/2020,18.84
01/30/2020,15.49
01/29/2020,16.39
01/28/2020,16.28
01/27/2020,18.23
01/24/2020,14.56
01/23/2020,12.98
01/22/2020,12.91
01/21/2020,12.85
01/20/2020,12.1
01/17/2020,12.1
01/16/2020,12.32
01/15/2020,12.42
01/14/2020,12.39
01/13/2020,12.32
01/10/2020,12.56
01/09/2020,12.54
01/08/2020,13.45
01/07/2020,13.79
01/06/2020,13.85
01/03/2020,14.02
01/02/2020,12.47
12/31/2019,13.78
12/30/2019,14.82
12/27/2019,13.43
12/26/2019,12.65
12/24/2019,12.67
12/23/2019,12.61
12/20/2019,12.51
12/19/2019,12.5
12/18/2019,12.58
12/17/2019,12.29
12/16/2019,12.14
12/13/2019,12.63
12/12/2019,13.94
12/11/2019,14.99
12/10/2019,15.68
12/09/2019,15.86
12/06/2019,13.62
12/05/2019,14.52
12/04/2019,14.8
12/03/2019,15.96
12/02/2019,14.91
11/29/2019,12.62
11/28/2019,11.75
11/27/2019,11.75
11/26/2019,11.54
11/25/2019,11.87
11/22/2019,12.34
11/21/2019,13.13
11/20/2019,12.78
11/19/2019,12.86
11/18/2019,12.46
11/15/2019,12.05
11/14/2019,13.05
11/13/2019,13.0
11/12/2019,12.68
11/11/2019,12.69
11/08/2019,12.07
11/07/2019,12.73
11/06/2019,12.62
11/05/2019,13.1
11/04/2019,12.83
11/01/2019,12.3
10/31/2019,13.22
10/30/2019,12.33
10/29/2019,13.2
10/28/2019,13.11
10/25/2019,12.65
10/24/2019,13.71
10/23/2019,14.01
10/22/2019,14.46
10/21/2019,14.0
10/18/2019,14.25
10/17/2019,13.79
10/16/2019,13.68
10/15/2019,13.54
10/14/2019,14.57
10/11/2019,15.58
10/10/2019,17.57
10/09/2019,18.64
10/08/2019,20.28
10/07/2019,17.86
10/04/2019,17.04
10/03/2019,19.12
10/02/2019,20.56
10/01/2019,18.56
09/30/2019,16.24
09/27/2019,17.22
09/26/2019,16.07
09/25/2019,15.96
09/24/2019,17.05
09/23/2019,14.91
09/20/2019,15.32
09/19/2019,14.05
09/18/2019,13.95
09/17/2019,14.44
09/16/2019,14.67
09/13/2019,13.74
09/12/2019,14.22
09/11/2019,14.61
09/10/2019,15.2
09/09/2019,15.27
09/06/2019,15.0
09/05/2019,16.27
09/04/2019,17.33
09/03/2019,19.66
08/30/2019,18.98
08/29/2019,17.88
08/28/2019,19.35
08/27/2019,20.31
08/26/2019,19.32
08/23/2019,19.87
08/22/2019,16.68
08/21/2019,15.8
08/20/2019,17.5
08/19/2019,16.88
08/16/2019,18.47
08/15/2019,21.18
08/14/2019,22.1
08/13/2019,17.52
08/12/2019,21.09
08/09/2019,17.97
08/08/2019,16.91
08/07/2019,19.49
08/06/2019,20.17
08/05/2019,24.59
08/02/2019,17.61
08/01/2019,17.87
07/31/2019,16.12
07/30/2019,13.94
07/29/2019,12.83
07/26/2019,12.16
07/25/2019,12.74
07/24/2019,12.07
07/23/2019,12.61
07/22/2019,13.53
07/19/2019,14.45
07/18/2019,13.53
07/17/2019,13.97
07/16/2019,12.86
07/15/2019,12.68
07/12/2019,12.39
07/11/2019,12.93
07/10/2019,13.03
07/09/2019,14.09
07/08/2019,13.96
07/05/2019,13.28
07/04/2019,12.57
07/03/2019,12.57
07/02/2019,12.93
07/01/2019,14.06
06/28/2019,15.08
06/27/2019,15.82
06/26/2019,16.21
06/25/2019,16.28
06/24/2019,15.26
06/21/2019,15.4
06/20/2019,14.75
06/19/2019,14.33
06/18/2019,15.15
06/17/2019,15.35
06/14/2019,15.28
06/13/2019,15.82
06/12/2019,15.91
06/11/2019,15.99
06/10/2019,15.94
06/07/2019,16.3
06/06/2019,15.93
06/05/2019,16.09
06/04/2019,16.97
06/03/2019,18.86
05/31/2019,18.71
05/30/2019,17.3
05/29/2019,17.9
05/28/2019,17.5
05/27/2019,15.85
05/24/2019,15.85
05/23/2019,16.92
05/22/2019,14.75
05/21/2019,14.95
05/20/2019,16.31
05/17/2019,15.96
05/16/2019,15.29
05/15/2019,16.44
05/14/2019,18.06
05/13/2019,20.55
05/10/2019,16.04
05/09/2019,19.1
05/08/2019,19.4
05/07/2019,19.32
05/06/2019,15.44
05/03/2019,12.87
05/02/2019,14.42
05/01/2019,14.8
04/30/2019,13.12
04/29/2019,13.11
04/26/2019,12.73
04/25/2019,13.25
04/24/2019,13.14
04/23/2019,12.28
04/22/2019,12.42
04/19/2019,12.09
04/18/2019,12.09
04/17/2019,12.6
04/16/2019,12.18
04/15/2019,12.32
04/12/2019,12.01
04/11/2019,13.02
04/10/2019,13.3
04/09/2019,14.28
04/08/2019,13.18
04/05/2019,12.82
04/04/2019,13.58
04/03/2019,13.74
04/02/2019,13.36
04/01/2019,13.4
03/29/2019,13.71
03/28/2019,14.43
03/27/2019,15.15
03/26/2019,14.68
03/25/2019,16.33
03/22/2019,16.48
03/21/2019,13.63
03/20/2019,13.91
03/19/2019,13.56
03/18/2019,13.1
03/15/2019,12.88
03/14/2019,13.5
03/13/2019,13.41
03/12/2019,13.77
03/11/2019,14.33
03/08/2019,16.05
03/07/2019,16.59
03/06/2019,15.74
03/05/2019,14.74
03/04/2019,14.63
03/01/2019,13.57
02/28/2019,14.78
02/27/2019,14.7
02/26/2019,15.17
02/25/2019,14.85
02/22/2019,13.51
02/21/2019,14.46
02/20/2019,14.02
02/19/2019,14.88
02/18/2019,14.91
02/15/2019,14.91
02/14/2019,16.22
02/13/2019,15.65
02/12/2019,15.43
02/11/2019,15.97
02/08/2019,15.72
02/07/2019,16.37
02/06/2019,15.38
02/05/2019,15.57
02/04/2019,15.73
02/01/2019,16.14
01/31/2019,16.57
01/30/2019,17.66
01/29/2019,19.13
01/28/2019,18.87
01/25/2019,17.42
01/24/2019,18.89
01/23/2019,19.52
01/22/2019,20.8
01/21/2019,17.8
01/18/2019,17.8
01/17/2019,18.06
01/16/2019,19.04
01/15/2019,18.6
01/14/2019,19.07
01/11/2019,18.19
01/10/2019,19.5
01/09/2019,19.98
01/08/2019,20.47
01/07/2019,21.4
01/04/2019,21.38
01/03/2019,25.45
01/02/2019,23.22
01/01/2019,25.42
12/31/2018,25.42
12/28/2018,28.34
12/27/2018,29.96
12/26/2018,30.41
12/25/2018,36.07
12/24/2018,36.07
12/21/2018,30.11
12/20/2018,28.38
12/19/2018,25.58
12/18/2018,25.58
12/17/2018,24.52
12/14/2018,21.63
12/13/2018,20.65
12/12/2018,21.46
12/11/2018,21.76
12/10/2018,22.64
12/07/2018,23.23
12/06/2018,21.19
12/05/2018,20.74
12/04/2018,20.74
12/03/2018,16.44
11/30/2018,18.07
11/29/2018,18.79
11/28/2018,18.49
11/27/2018,19.02
11/26/2018,18.9
